0.124777,0.028385,0.134782,0.078713,-0.118789
0.120636,-0.087098,0.097487,0.028763,0.008760
0.034306,0.058671,-0.018301,-0.179520,-0.161760
0.056127,0.027917,0.094395,-0.143413,-0.074101
0.015082,0.027300,0.032510,0.095451,0.171536
-0.034674,-0.027855,-0.003210,-0.161186,-0.118361
-0.144815,0.002423,0.005704,-0.105886,-0.047583
-0.042874,-0.061079,-0.084888,0.072782,0.037956
-0.018841,-0.062013,-0.105087,0.114104,-0.078821
-0.076274,-0.003875,0.011458,-0.048273,0.001237
0.121423,-0.009540,0.092212,-0.224575,-0.196960
-0.110803,0.010504,0.092200,0.001302,-0.038230
0.070293,0.017960,0.097579,-0.042205,0.110122
0.110918,0.146107,0.147766,0.071000,-0.121528
0.073544,0.106951,0.087249,-0.071643,-0.060197
0.117463,0.080031,0.125885,0.006237,-0.010341
-0.027981,0.118776,-0.039422,-0.035267,0.046487
-0.085814,-0.075537,-0.162527,0.090798,0.017098
-0.248204,-0.128336,-0.161018,0.089370,0.085055
0.020214,0.033111,-0.086300,-0.086853,-0.141153
-0.001654,-0.113043,-0.091290,0.127491,0.136089
-0.166557,-0.113662,-0.227069,0.063485,0.054931
-0.073376,0.094634,-0.142548,0.056587,-0.086568
-0.005061,-0.048598,0.039123,-0.093126,-0.028570
0.043435,0.065618,0.012307,-0.075254,0.024264
-0.026597,-0.078762,-0.051960,-0.219641,-0.141945
-0.131244,0.070503,-0.089361,-0.132250,-0.128196
0.022130,-0.003277,-0.089248,-0.022739,0.007269
-0.158325,-0.121223,-0.084057,0.054692,0.036734
-0.037672,-0.009357,-0.096117,-0.073940,0.009823
0.000211,0.060361,0.061747,-0.022692,0.108605
0.034868,-0.002849,-0.100827,0.110437,-0.079674
0.039545,-0.022428,0.055143,0.043570,-0.084071
0.018376,0.007370,-0.084046,-0.011983,-0.000804
-0.066099,-0.135058,-0.186175,0.042599,-0.017516
0.053638,0.044908,0.080458,-0.272268,-0.150019
-0.126118,-0.138979,-0.115371,0.148273,0.133763
0.070646,0.067485,-0.109196,-0.134051,-0.061683
0.042780,-0.002829,-0.055607,0.087941,0.154139
-0.029948,0.025666,-0.017655,-0.019762,0.032243
0.045794,0.062960,0.047382,-0.161206,-0.102374
0.068947,-0.017090,0.074500,-0.017009,-0.149959
0.075115,0.089455,0.043622,-0.053152,-0.066237
0.042241,0.037185,-0.105499,-0.105906,0.000451
0.101282,0.096519,0.085172,-0.052001,-0.102055
-0.034740,-0.049650,-0.012035,0.108304,0.029156
-0.127110,-0.033382,-0.048803,0.067294,0.062183
0.116268,-0.046915,-0.034021,-0.113866,-0.068899
0.103945,0.012075,0.109477,-0.005185,0.067863
0.102938,0.103145,0.114679,-0.254694,-0.158985
-0.014191,0.026496,-0.020897,-0.055537,0.018189
-0.077802,-0.104789,-0.099715,0.089466,-0.110979
0.033459,0.070275,0.073708,-0.108262,-0.149274
-0.072015,-0.130750,-0.024015,-0.061364,-0.065701
-0.042681,-0.022572,-0.020662,-0.198807,-0.133017
-0.043789,-0.019477,-0.059111,0.094997,0.131210
0.000283,-0.038487,0.013371,0.095583,0.108750
0.093089,0.075754,0.077324,-0.125589,-0.075676
0.093339,0.102988,0.110713,-0.100429,-0.167681
-0.059257,0.006376,-0.092160,-0.065103,-0.014432
0.044805,0.027661,0.090675,0.048093,0.123095
-0.128049,-0.119995,-0.225971,-0.031161,-0.053233
-0.012060,-0.058350,0.047624,0.036372,-0.134594
-0.034261,-0.024892,-0.052103,-0.067210,-0.038072
0.071545,0.033912,-0.022004,-0.077420,-0.109386
0.073306,-0.028903,0.054494,-0.068325,-0.156651
0.083673,0.051142,-0.058112,-0.081932,-0.225378
0.119120,0.128171,0.110882,-0.207736,-0.082253
-0.130702,-0.098930,-0.089148,-0.078603,-0.125080
-0.088542,-0.016559,0.052003,-0.129109,-0.121517
0.063462,0.095897,0.087659,-0.097025,0.066931
0.055644,-0.033190,-0.076468,0.087338,-0.085271
-0.028485,-0.049820,0.009225,-0.148099,-0.129839
0.126525,0.109639,-0.028227,0.050891,-0.074594
-0.047441,0.033929,0.077251,-0.087313,-0.097704
0.071001,-0.043924,0.047722,-0.085898,0.083944
-0.083369,0.045447,0.101278,0.012304,0.026758
0.086459,0.066268,0.036754,-0.013905,-0.106022
-0.043468,0.031489,0.016335,-0.102039,-0.088292
-0.009249,-0.094726,0.113258,0.092860,0.029388
0.045695,0.070615,0.061377,-0.219847,-0.154679
-0.062678,-0.027694,-0.028174,0.076595,0.099478
0.014343,0.009371,0.036480,-0.264374,-0.199470
-0.029465,0.026278,0.013685,-0.039101,0.032602
-0.063208,0.002561,0.013161,-0.074452,-0.017336
-0.181402,-0.207853,-0.069388,0.125932,0.156653
-0.217337,0.032462,-0.050850,0.175153,0.156704
-0.147050,-0.119297,0.119400,0.021416,0.077305
0.008250,-0.111615,0.000879,-0.116199,-0.151239
0.008163,-0.003143,-0.085143,-0.120684,-0.106068
0.084217,0.039638,0.021069,-0.004321,-0.165908
0.077716,0.061202,-0.024938,-0.106513,-0.074304
-0.080165,0.155046,0.079989,-0.105210,-0.090799
0.092482,0.035030,0.099100,0.112222,0.120336
-0.029611,0.039437,0.035338,-0.051074,0.037209
-0.139550,-0.005624,-0.028161,0.022218,-0.106542
0.075143,0.031996,0.115517,0.106622,0.150716
-0.044060,0.005432,-0.118611,0.055575,0.102731
-0.034584,0.117783,0.087240,0.080113,0.161163
0.103454,0.039300,0.024805,-0.087805,0.015097
0.030425,-0.035848,0.028847,-0.101918,-0.135798
-0.061924,-0.079145,0.057247,0.025101,0.135158
-0.016662,-0.021066,0.022286,-0.120460,0.003114
0.055702,0.095874,0.076687,0.055825,-0.029462
-0.023590,-0.142194,-0.067835,0.077938,0.019759
-0.013105,0.041595,0.046704,-0.252025,-0.171179
0.005253,-0.018532,0.001811,-0.181690,-0.085374
0.114390,0.118352,-0.076037,0.057537,0.006884
-0.161258,-0.118516,-0.144781,0.053232,-0.020232
0.116623,-0.092225,0.089750,-0.040603,-0.041626
0.019145,0.027875,0.039742,0.084069,-0.145816
-0.053049,-0.090414,0.003629,-0.035865,-0.021775
0.065672,0.057648,0.007556,-0.087060,-0.099482
0.035018,-0.028340,-0.000897,-0.051696,-0.017748
0.017829,-0.134310,-0.136290,0.089217,0.100724
0.104270,0.103819,-0.100502,0.127978,0.138169
0.068064,-0.083434,0.014105,0.047476,-0.063199
-0.134313,-0.152675,-0.083060,0.081323,0.125314
-0.091755,0.039874,0.003162,0.020454,-0.096048
0.068630,0.092035,0.080321,-0.134388,-0.126137
0.094482,0.073328,-0.012398,-0.047469,-0.092950
-0.093862,-0.016828,0.001690,-0.053147,-0.181271
0.016638,-0.065725,-0.113996,0.012571,0.041740
-0.049713,-0.067855,-0.059297,-0.185055,-0.144836
0.087228,0.089526,0.042301,-0.070692,-0.013568
0.041764,0.093392,0.105590,-0.073097,-0.156648
0.030465,0.009347,-0.037731,0.013610,-0.084752
-0.001358,0.080180,0.074969,0.006324,-0.158840
-0.130763,-0.066657,-0.002170,-0.039910,0.071060
0.079405,0.086988,-0.040222,-0.153558,-0.024481
0.041336,0.029792,-0.061947,-0.011024,-0.146540
0.083209,0.081233,0.007546,-0.153822,-0.176099
-0.062871,-0.044120,-0.085049,0.036248,-0.090428
-0.033301,0.068904,-0.086461,0.162934,0.132864
0.069703,-0.044044,-0.118643,0.046154,0.030044
0.083144,-0.006236,0.031361,-0.099570,0.017010
0.043959,0.034388,-0.013448,0.074664,0.004167
0.010949,0.017629,0.078784,-0.103538,-0.016192
0.006034,0.045422,-0.059361,-0.104930,-0.139243
-0.060933,0.022479,-0.038301,0.095321,0.106853
0.077640,0.057861,-0.158764,0.082670,0.129877
-0.003060,0.035360,0.062822,0.060363,-0.155872
-0.138391,-0.186097,-0.069325,0.183412,0.201037
0.082722,0.118172,0.023433,-0.118194,-0.133332
-0.010367,-0.122580,-0.057966,0.021341,0.083776
-0.026271,-0.004334,-0.045675,0.031761,0.120127
0.048076,0.040408,0.036205,-0.000018,-0.039199
0.043785,0.050186,0.110913,-0.076526,-0.161891
0.126161,0.089982,-0.043704,0.156402,0.067985
0.078688,0.007841,0.058373,-0.033219,-0.053077
-0.013245,0.093388,0.110824,0.045976,-0.176689
-0.039531,-0.075488,0.020657,0.051115,-0.150667
-0.056515,-0.014725,-0.137747,0.062016,0.080156
-0.170971,-0.205671,-0.204619,0.065928,0.040530
0.062204,0.016978,-0.023004,-0.124514,-0.060373
0.027905,0.022394,0.000674,-0.220662,-0.145976
0.025980,-0.068310,-0.065553,-0.063001,-0.011798
0.098962,-0.116185,-0.040721,0.139499,0.118153
-0.015574,-0.055628,0.032137,-0.092108,0.009400
