-0.019092,-0.008473,-0.098015,0.033114,0.081677
0.012605,0.102271,0.103772,0.034232,-0.169658
0.003483,0.061238,-0.007572,-0.105396,-0.046912
-0.022820,0.008367,-0.036811,-0.143493,-0.184510
-0.063450,0.026141,-0.061205,-0.043201,0.045399
-0.071018,-0.042524,-0.035104,0.009571,0.018164
-0.188694,-0.077986,-0.015537,0.116793,0.118372
-0.105965,-0.226093,-0.298043,0.144996,0.136730
0.032593,0.036470,0.005346,0.050522,-0.035532
0.020611,0.006748,-0.014710,-0.120333,-0.012065
-0.037742,0.051326,-0.054648,0.027602,0.088066
0.129795,-0.078986,0.120104,-0.083932,-0.032420
-0.214075,-0.065083,-0.112168,0.154337,0.152890
-0.202769,-0.185874,-0.240743,0.056441,0.025436
0.039598,0.048110,0.089050,-0.045716,-0.031388
0.114239,-0.026864,0.077523,-0.016010,-0.111319
0.088389,-0.057880,0.099590,0.109111,0.086086
-0.026013,0.079928,0.079362,-0.073286,-0.085052
-0.216648,-0.163763,-0.169628,0.116833,0.121799
0.009987,-0.003721,0.065944,-0.119059,-0.043257
-0.026314,-0.025998,-0.053738,-0.069543,0.027422
-0.037211,-0.081626,-0.086406,0.142953,0.070125
0.000295,-0.055373,0.077877,0.151695,0.143936
0.043823,0.092673,0.012829,-0.074084,-0.108298
0.092297,0.029842,-0.017689,0.115617,-0.034542
0.059482,0.040272,0.005601,-0.018185,0.076515
0.082517,-0.039336,-0.012566,0.105387,0.036366
0.041400,-0.036498,0.044388,0.008054,-0.000566
0.010123,0.026361,0.096032,0.056922,0.014913
-0.056689,-0.159396,-0.100778,0.060102,0.047253
-0.076606,-0.012975,-0.003329,0.095666,-0.150293
0.120454,0.053379,0.084892,0.004251,0.025224
-0.086937,-0.145294,-0.109753,0.081111,0.091708
0.130066,0.132660,0.103474,-0.100798,-0.133839
0.069727,0.098808,-0.023691,-0.033588,-0.087255
-0.034295,-0.014594,-0.178190,0.146253,0.090150
0.055228,-0.050314,0.054325,-0.164818,-0.006710
0.029501,-0.066435,-0.034169,-0.144276,-0.093752
-0.064433,-0.012146,-0.005626,-0.058887,0.105458
-0.090638,-0.038593,-0.027125,0.067976,-0.142219
-0.014459,-0.123961,-0.252460,0.159792,0.186793
-0.170633,-0.184704,-0.123228,0.164328,0.171990
-0.085491,-0.073151,-0.063116,-0.012348,0.097381
-0.101145,-0.080665,0.138553,-0.105300,-0.064644
-0.086463,0.095837,-0.037407,-0.109737,-0.094322
0.119689,0.135886,0.019507,-0.106464,-0.091381
0.093604,0.066968,0.017773,0.051367,0.121524
0.083707,-0.004883,0.116601,-0.050725,0.001237
-0.074760,0.079423,0.090830,0.038746,-0.020656
-0.032359,0.097870,0.049738,-0.202280,-0.029835
0.038563,-0.048546,-0.033229,-0.062099,0.091415
0.073550,0.007184,0.072962,-0.033314,0.034129
-0.065153,0.081080,0.087670,-0.032669,0.010447
0.077398,-0.046109,0.025445,0.021450,-0.101187
-0.047679,-0.113271,-0.078923,0.070339,0.040585
0.003398,0.005081,-0.070348,-0.106538,-0.011642
-0.039489,-0.012968,-0.097703,-0.158615,-0.114621
-0.088314,-0.084758,0.092718,-0.136664,-0.128895
-0.007609,0.033336,-0.126509,0.007510,0.039574
0.039466,0.044965,0.069621,-0.175833,-0.149293
0.030421,0.013181,-0.050906,-0.041961,-0.033841
-0.136093,-0.128750,-0.058689,0.076149,0.089849
-0.164655,-0.170464,0.044409,0.037751,0.131263
-0.082728,0.080057,0.046364,-0.100321,-0.081390
0.019269,0.121914,0.108722,-0.002044,0.068971
0.013262,-0.075926,0.017871,0.026092,0.089459
0.069472,0.087617,0.002305,0.039868,-0.094796
-0.104969,-0.135917,-0.140024,0.093353,0.087049
0.011498,-0.014888,-0.059873,-0.083641,0.064457
0.005463,-0.013252,-0.082935,-0.058830,-0.169352
0.058594,0.019107,0.034945,0.069281,-0.067878
0.079478,0.045393,0.000951,-0.099029,-0.160344
-0.078096,0.026467,0.032513,-0.111157,-0.152132
-0.242457,-0.068511,-0.164669,0.107019,0.102170
0.078888,0.089211,0.045023,-0.018279,-0.127560
-0.055310,-0.070413,-0.027146,-0.171425,-0.091570
0.061939,0.008077,0.050755,-0.174133,-0.083010
-0.002235,0.008724,-0.059827,0.027850,0.018619
-0.034955,-0.007743,-0.062888,-0.029454,0.084719
0.057553,0.036234,0.063116,-0.047413,0.063897
0.038069,0.072356,0.078790,0.054833,0.082574
0.024720,0.032952,-0.101658,-0.032024,0.054161
0.048041,-0.110444,-0.109167,0.106732,-0.052347
-0.005401,-0.011849,-0.001046,-0.052391,-0.126602
-0.036736,-0.083331,-0.069336,0.011190,0.030586
0.026671,-0.177727,0.089834,-0.103299,-0.055934
0.038228,-0.035127,0.084018,0.046039,0.147162
0.054014,-0.010307,0.051688,-0.109881,-0.156327
0.122300,0.065104,0.041145,0.014165,0.089222
0.010272,0.050718,-0.145610,0.078208,-0.038324
0.086774,0.006905,0.093619,-0.168077,0.108218
-0.090856,-0.024602,-0.016695,0.044287,0.105620
-0.002978,-0.076069,-0.061354,-0.054717,-0.145510
0.084988,0.119013,0.101601,-0.207749,-0.089193
-0.059985,-0.213518,-0.198315,0.060358,0.065751
0.021120,-0.020405,0.017163,-0.174693,-0.126550
-0.024408,-0.015294,-0.055137,-0.108917,-0.098300
