-10,-21,-32,-44,-54,-64,-67,-60,-50,-38,-24,-10,1,5,7,6,5,8,10,17,24,30,34,36,38,40,40,41,39,35,33,31,29,27,25,24,22,21,19,18,17,16,14,13,12,11,10,10,9,8
-14,-24,-36,-47,-57,-67,-75,-68,-57,-48,-33,-19,-6,5,9,10,8,9,9,16,24,30,36,36,35,40,37,35,33,29,27,25,23,22,20,19,18,17,15,14,13,12,11,10,9,8,8,7,6,5
-22,-34,-45,-55,-65,-75,-84,-84,-70,-58,-44,-30,-16,-3,3,3,3,3,6,11,16,20,24,28,30,29,28,25,23,21,20,18,17,16,15,14,12,11,10,9,8,7,7,6,5,5,4,4,3,3
-10,-22,-34,-45,-55,-66,-70,-73,-59,-52,-38,-23,-10,2,9,10,11,17,19,22,26,30,34,36,40,41,40,38,36,33,30,28,26,24,23,21,20,19,17,16,15,14,13,12,11,10,9,8,7,7
-13,-25,-36,-47,-58,-68,-64,-52,-44,-35,-21,-8,4,4,3,3,7,14,22,26,30,33,34,33,34,34,33,30,28,26,24,23,21,20,18,17,16,14,13,12,11,10,9,9,8,7,6,6,5,4
-23,-34,-45,-56,-66,-76,-79,-64,-52,-37,-23,-10,2,5,5,9,15,21,26,28,30,32,32,32,31,28,27,25,24,22,21,19,18,16,15,14,13,12,11,10,10,9,8,7,6,6,5,4,4,3
-13,-26,-37,-48,-58,-68,-76,-72,-62,-47,-33,-19,-6,-2,6,11,19,23,30,35,36,38,37,38,38,37,35,30,26,24,23,23,21,16,14,17,15,13,13,12,11,10,9,8,8,7,6,5,5,4
-30,-41,-52,-62,-72,-69,-57,-44,-30,-16,-3,8,17,19,22,27,34,37,38,41,43,45,44,42,39,37,34,31,29,28,26,24,23,21,20,18,17,16,15,13,12,11,11,10,9,8,7,7,6,5
-16,-28,-39,-50,-60,-70,-76,-60,-50,-35,-21,-8,2,8,11,18,20,29,34,41,43,46,43,42,43,43,39,37,36,34,32,30,27,26,24,22,21,19,17,16,16,15,13,12,11,11,10,9,8,7
-8,-21,-32,-44,-54,-64,-70,-60,-47,-32,-18,-5,6,18,13,10,11,13,21,26,28,31,31,31,29,25,24,22,21,20,19,18,16,15,14,13,12,11,10,9,8,8,7,6,6,5,4,4,3,2
-14,-26,-38,-49,-59,-69,-75,-64,-50,-35,-21,-8,4,4,8,9,14,19,25,28,26,27,31,32,31,26,24,23,21,20,19,18,16,15,14,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2
-21,-33,-44,-54,-65,-74,-76,-60,-45,-31,-17,-4,0,9,13,20,28,36,39,41,43,42,41,39,37,36,34,32,31,29,27,25,24,23,21,20,19,17,16,15,14,13,12,11,10,10,9,8,7,6
-12,-24,-36,-47,-57,-67,-72,-56,-45,-31,-17,-4,7,19,22,22,23,25,29,32,33,33,35,38,35,28,27,25,24,23,21,20,18,17,16,15,13,12,11,11,10,9,8,7,6,6,5,4,4,3
-22,-34,-45,-56,-66,-75,-78,-65,-53,-38,-24,-10,1,13,17,17,16,14,15,19,19,22,25,25,27,27,24,22,21,20,18,17,16,15,13,12,11,10,9,8,8,7,6,5,5,4,3,3,2,2
-10,-23,-34,-45,-56,-66,-75,-78,-64,-58,-43,-29,-15,-2,9,12,16,18,21,24,29,33,34,32,33,38,37,34,31,28,27,26,24,22,21,19,17,16,14,13,12,11,10,9,8,7,6,6,5,4
-19,-30,-42,-52,-63,-72,-75,-60,-50,-36,-22,-9,3,13,17,13,15,18,23,32,40,43,40,38,39,36,35,32,30,26,24,22,21,20,19,17,16,15,13,12,11,10,9,9,8,7,6,5,5,4
-9,-21,-33,-44,-55,-65,-74,-77,-61,-51,-36,-22,-9,3,12,17,17,16,16,20,28,33,35,35,36,36,35,33,31,29,27,25,23,22,20,18,17,16,15,14,13,12,11,10,9,8,7,7,6,5
-18,-30,-42,-52,-63,-72,-68,-57,-43,-28,-15,-2,9,10,13,17,23,31,36,38,40,42,43,40,40,38,35,33,31,29,27,25,24,22,21,19,18,17,15,14,13,12,11,10,9,9,8,7,6,6
-20,-32,-43,-54,-64,-74,-80,-71,-56,-41,-27,-13,0,11,9,9,8,9,15,20,25,27,30,29,28,29,28,24,23,21,19,18,17,15,14,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2
-16,-28,-40,-50,-61,-70,-77,-62,-48,-33,-19,-6,5,12,15,13,11,15,21,27,31,33,35,33,31,28,26,26,23,21,20,18,17,15,15,13,12,12,11,10,9,9,8,7,6,6,5,4,4,3
-11,-24,-35,-46,-57,-67,-75,-60,-49,-35,-21,-8,4,4,8,9,10,12,17,21,23,25,26,28,31,26,25,25,23,21,20,18,16,15,14,13,12,11,10,9,8,7,7,6,5,5,4,3,3,2
-23,-35,-46,-56,-66,-76,-77,-63,-52,-37,-23,-10,2,14,19,24,28,29,35,39,41,40,39,40,38,33,32,30,28,26,24,22,21,19,18,17,16,14,13,12,11,10,9,9,8,7,6,6,5,4
-16,-28,-39,-50,-61,-70,-78,-76,-64,-51,-36,-22,-9,3,6,9,13,18,25,34,35,33,33,33,34,32,28,26,24,22,21,19,17,16,15,14,13,12,11,10,9,8,8,7,6,6,5,4,4,3
-30,-41,-52,-62,-72,-81,-74,-59,-45,-30,-16,-3,8,10,15,17,23,27,33,36,35,34,35,28,27,26,24,23,21,19,17,16,15,14,13,12,11,10,9,8,7,7,6,5,5,4,4,3,2,2
-9,-21,-33,-44,-55,-65,-70,-69,-60,-48,-33,-19,-6,5,2,0,-3,-2,2,12,20,25,28,28,25,23,23,22,21,20,17,16,15,14,12,11,11,10,9,7,7,6,6,5,4,4,3,3,2,2
-11,-23,-35,-46,-57,-67,-68,-52,-38,-24,-11,1,13,18,14,14,16,24,31,34,32,30,33,34,33,31,27,25,24,22,20,19,18,17,15,14,13,12,11,10,9,8,7,7,6,5,5,4,4,3
-17,-29,-40,-51,-61,-71,-72,-59,-47,-32,-19,-6,6,13,3,-4,-2,7,19,25,24,23,21,21,20,20,19,16,14,13,12,11,10,9,9,7,7,6,5,4,4,3,3,2,2,1,1,1,0,0
-12,-24,-35,-46,-57,-67,-74,-67,-56,-41,-27,-13,0,11,12,4,-3,-9,-4,8,15,18,22,26,29,17,14,15,14,11,9,9,8,7,7,6,6,5,4,3,3,2,2,2,1,1,0,0,0,0
-19,-30,-42,-53,-63,-72,-78,-72,-63,-48,-33,-19,-6,5,9,4,6,13,20,25,27,26,27,28,28,25,23,21,20,19,17,16,15,13,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2
-12,-24,-36,-47,-57,-67,-75,-61,-49,-36,-22,-9,3,15,20,17,18,22,30,35,35,35,37,37,35,32,29,27,26,24,22,21,19,18,17,15,14,13,12,11,10,9,8,8,7,6,6,5,4,4
-14,-26,-38,-49,-59,-69,-69,-58,-46,-32,-18,-5,6,18,19,20,25,31,35,36,34,32,34,35,34,31,28,27,25,23,22,20,19,17,16,15,14,13,12,11,10,9,8,7,7,6,5,5,4,4
-17,-29,-40,-51,-61,-71,-72,-59,-50,-35,-21,-8,4,15,23,11,1,0,7,15,22,26,27,24,23,23,20,19,18,17,15,15,14,13,12,10,9,8,8,7,6,6,5,4,4,3,3,2,2,1
6,-5,-18,-29,-41,-52,-62,-62,-58,-53,-44,-32,-18,-5,7,17,16,19,22,26,31,37,40,43,41,37,36,36,35,29,27,26,24,23,21,20,18,17,15,14,13,12,11,10,9,8,7,7,6,5
6,7,8,11,13,10,3,-6,-9,-7,-7,-9,-11,-8,4,17,28,39,50,54,51,49,42,32,20,14,14,17,22,27,35,38,42,47,47,49,50,49,47,46,45,44,42,40,38,36,34,32,31,29
17,19,20,23,25,27,26,24,21,20,19,18,20,26,35,45,56,65,75,83,87,88,86,84,81,76,69,66,65,63,62,60,59,60,62,63,63,64,63,63,64,64,63,63,62,59,56,53,50,47
8,8,10,14,16,16,9,3,0,0,0,7,19,30,41,52,62,69,70,67,57,46,36,30,27,24,22,23,24,25,28,28,31,34,36,38,38,38,37,37,38,38,37,37,35,33,31,29,28,26
7,9,12,16,20,22,17,10,6,6,4,3,5,17,28,39,50,60,69,73,72,72,68,58,48,38,35,35,36,38,40,41,40,42,42,42,42,40,40,40,39,38,37,37,37,36,35,35,34,33
5,3,2,3,0,-3,-8,-9,-7,-6,-5,-2,5,17,29,40,50,60,70,74,74,74,69,61,52,46,43,43,45,47,49,49,51,52,53,54,53,52,52,51,49,49,48,47,46,44,42,40,38,36
16,18,22,27,30,29,25,22,21,21,18,15,21,32,43,54,63,73,76,72,69,63,55,48,44,44,45,46,48,51,54,56,56,57,58,58,58,58,57,56,56,56,54,52,49,47,45,43,40,38
-1,-5,-8,-10,-12,-12,-11,-7,-4,-4,-2,5,17,29,40,51,61,68,66,61,60,55,48,42,36,35,37,41,45,47,49,51,52,51,52,51,50,50,49,46,44,42,41,38,36,34,32,30,28,27
4,13,25,36,47,57,61,62,60,59,67,76,85,93,101,102,106,105,105,102,95,87,83,81,77,77,77,76,75,76,76,76,76,75,74,72,69,68,66,65,63,59,57,55,53,51,49,47,45,42
14,13,11,9,7,1,-4,-7,-7,-4,-2,0,2,9,19,30,41,51,61,71,75,77,77,73,70,67,61,57,55,56,58,60,65,67,69,70,71,72,73,72,70,69,68,67,65,61,58,56,53,50
-2,-2,-1,0,1,0,-2,-5,-6,-4,-5,-9,-12,-11,-5,5,17,29,40,51,61,67,71,70,67,61,52,44,39,38,40,42,45,49,54,56,59,61,62,62,61,62,62,62,61,60,58,55,52,49
7,4,0,-4,-14,-26,-37,-47,-44,-38,-33,-29,-25,-21,-14,-1,11,23,34,45,55,58,58,57,52,45,40,37,35,33,32,31,33,36,40,44,47,48,51,53,51,53,53,50,49,48,46,44,42,40
9,11,14,17,17,14,6,-2,-5,-4,-4,-2,5,16,27,39,49,59,66,69,70,74,73,72,70,69,72,74,74,74,76,76,74,73,72,70,68,66,64,63,61,60,58,56,54,51,49,46,44,41
1,1,0,-1,-3,-8,-18,-29,-34,-35,-34,-33,-29,-19,-6,6,18,30,41,48,53,54,54,50,43,35,26,22,21,22,24,27,29,30,33,36,38,39,42,42,42,44,44,43,43,42,41,40,38,36
4,3,3,4,2,-5,-17,-26,-26,-24,-22,-22,-19,-12,-3,7,19,30,41,52,62,69,70,69,68,66,62,56,51,49,47,48,48,50,50,53,56,58,61,61,64,65,64,64,64,62,60,59,57,55
9,7,4,1,-4,-16,-28,-39,-49,-46,-41,-37,-35,-33,-29,-22,-10,2,15,26,38,48,57,56,50,47,43,36,32,30,30,31,36,39,44,51,56,61,66,68,70,70,69,68,67,65,61,57,54,51
10,7,0,-8,-10,-10,-5,0,6,11,13,15,21,30,41,51,61,71,76,79,74,70,67,59,51,48,47,48,49,53,56,59,61,62,64,66,67,66,65,64,64,63,62,61,59,57,55,53,50,48
8,6,3,-3,-13,-22,-27,-27,-23,-19,-17,-15,-11,-2,9,21,33,44,54,64,69,71,72,74,71,65,56,46,37,31,27,24,23,24,25,27,30,32,36,35,40,42,42,42,41,40,39,37,36,34
14,13,14,15,12,10,9,11,14,20,24,27,28,30,34,45,55,65,74,83,91,92,92,89,87,83,75,69,66,64,66,69,72,76,77,79,81,81,81,79,77,75,74,73,71,70,67,64,61,58
3,3,7,11,16,25,35,46,56,66,73,80,88,96,104,111,118,125,130,129,124,119,114,104,97,93,89,88,90,94,97,101,102,102,102,101,101,98,95,92,89,86,82,78,74,70,67,64,61,58
17,14,12,11,12,11,11,10,13,15,16,17,19,26,37,48,58,67,77,81,82,81,80,77,72,67,62,55,52,50,51,53,57,62,66,68,70,71,71,71,69,68,67,65,62,60,58,57,54,51
3,3,9,14,19,22,19,16,10,11,11,12,9,17,28,39,50,57,56,55,53,52,52,61,70,75,76,74,68,61,56,52,50,49,47,44,41,39,37,35,34,32,30,28,27,25,24,23,22,21
15,27,38,47,47,44,40,38,41,33,32,26,31,42,52,62,64,61,59,63,68,71,77,83,85,80,76,74,71,67,64,60,57,55,53,51,49,47,45,43,41,40,38,36,34,32,31,29,27,26
4,14,24,27,26,26,23,19,15,17,14,13,8,13,25,36,47,52,50,48,51,55,59,65,72,76,75,72,69,65,61,58,54,49,44,41,39,38,37,36,35,33,31,29,27,26,25,23,22,20
15,26,38,48,57,56,50,46,45,41,38,35,38,49,59,68,72,71,73,80,85,90,97,102,102,97,94,94,90,83,75,69,65,62,59,56,53,50,48,45,43,41,39,37,35,33,31,29,28,26
6,14,21,25,21,14,7,-1,-4,-4,-2,-6,-6,0,13,25,36,47,48,48,54,59,67,74,79,75,75,73,65,61,58,56,55,55,54,53,50,48,46,43,40,38,36,34,32,30,28,27,25,24
18,28,39,49,54,52,48,51,48,43,35,39,49,59,69,71,69,69,77,84,88,94,99,97,90,85,81,77,72,67,65,62,59,56,53,51,48,45,43,41,38,36,34,33,31,29,28,27,25,24
21,33,43,50,53,50,52,45,42,31,26,33,44,54,57,57,58,67,72,75,83,88,91,89,86,81,78,76,72,70,67,65,62,58,54,51,48,45,42,39,37,34,32,30,29,27,26,24,23,22
14,19,26,31,31,29,26,24,22,18,16,11,21,32,43,53,46,54,50,41,39,40,47,57,66,71,64,54,46,44,41,38,37,36,35,34,32,30,29,27,26,25,23,22,21,20,18,17,16,15
16,28,37,42,41,38,36,35,34,34,30,25,31,42,52,62,65,63,58,52,49,51,57,66,74,75,73,65,55,46,42,42,42,41,40,40,38,37,35,33,31,29,27,25,23,22,20,19,18,17
17,26,26,34,38,38,38,41,39,38,31,25,26,37,48,57,61,57,55,55,59,64,74,82,91,92,88,84,82,78,73,67,59,55,54,52,49,46,45,44,42,39,36,35,33,31,29,28,26,24
11,21,32,39,38,32,26,22,17,18,14,13,21,32,43,54,63,66,61,56,52,53,61,71,79,85,81,78,75,71,68,65,61,57,55,52,50,48,46,43,41,39,37,35,33,32,30,28,27,25
8,9,15,21,23,21,16,12,11,7,6,2,4,12,24,35,46,52,46,43,43,42,47,57,66,74,72,68,65,65,61,56,52,47,43,41,39,37,35,34,32,30,29,27,25,24,22,21,20,19
12,13,19,25,31,33,31,29,30,26,26,20,21,27,38,48,54,55,53,54,57,61,71,79,87,90,87,83,78,74,70,65,61,57,54,51,49,46,43,41,39,36,34,32,31,29,28,26,25,23
14,16,22,25,21,10,0,-5,-8,-7,-7,-6,-1,10,22,33,44,47,45,43,41,40,42,49,59,66,64,58,53,50,48,47,45,42,40,39,37,35,33,31,30,28,27,25,24,22,21,20,19,18
5,5,5,1,-10,-20,-27,-31,-32,-28,-28,-24,-13,0,11,23,32,41,45,45,45,45,47,51,54,56,52,47,45,42,37,34,31,30,28,26,24,23,22,21,20,18,17,16,15,14,14,13,12,11
3,10,22,30,34,31,28,28,24,24,19,16,17,29,40,44,51,48,47,49,54,63,72,81,84,73,69,67,63,60,58,56,54,51,49,46,44,42,40,38,35,33,32,30,28,27,25,24,22,21
1,11,16,21,21,16,13,12,8,7,3,6,18,30,41,50,52,45,38,35,35,41,52,62,71,73,67,63,61,59,56,52,47,43,40,37,34,32,30,28,27,26,24,23,21,20,19,18,17,16
0,6,13,16,13,7,4,4,2,1,-2,-3,1,14,25,37,41,35,31,28,29,38,49,59,67,67,65,63,60,57,52,48,44,42,40,37,34,32,29,27,26,25,23,22,21,19,18,17,16,15
10,21,29,34,34,29,34,31,25,21,17,19,27,38,49,59,64,62,65,69,73,82,90,98,102,99,94,87,81,77,73,68,64,61,58,54,51,48,45,43,40,38,35,33,32,30,28,26,24,23
10,14,16,19,17,11,6,9,10,8,3,-1,3,15,27,38,43,41,40,38,37,42,51,61,71,78,73,64,56,53,49,45,42,39,36,33,29,24,21,20,19,17,16,15,15,14,13,12,11,10
-27,-38,-49,-59,-69,-78,-87,-93,-96,-90,-78,-64,-49,-34,-20,-7,5,17,28,39,49,58,67,74,75,75,76,77,77,76,73,68,65,61,58,55,52,49,46,44,42,39,37,35,33,31,29,28,26,24
-12,-22,-33,-44,-55,-65,-74,-83,-91,-87,-76,-60,-44,-30,-16,-3,8,20,32,42,52,62,70,75,76,76,77,79,80,74,70,65,61,58,54,51,49,46,44,41,39,37,34,32,31,29,27,26,24,22
-18,-30,-41,-52,-62,-72,-81,-86,-82,-72,-58,-43,-28,-14,-1,10,22,33,43,53,63,70,75,76,79,78,78,79,77,70,65,61,57,54,50,47,45,43,40,38,36,34,32,30,28,27,25,23,22,21
-10,-17,-26,-37,-48,-58,-68,-77,-82,-78,-66,-51,-36,-22,-9,3,15,26,37,48,54,63,70,77,84,88,90,89,87,87,87,84,79,75,70,67,63,60,57,54,51,48,45,43,40,38,36,34,32,30
-19,-28,-39,-50,-60,-70,-79,-88,-93,-96,-93,-85,-72,-56,-41,-27,-13,0,11,23,33,39,46,49,53,55,56,58,63,67,71,73,74,74,71,66,62,59,55,52,49,46,44,41,39,37,35,33,31,29
-25,-34,-45,-55,-65,-75,-84,-91,-91,-83,-69,-54,-39,-24,-11,1,13,25,34,42,47,52,55,58,60,63,66,71,73,74,72,69,65,62,58,54,52,49,46,43,41,38,36,34,32,30,29,27,25,24
-14,-24,-35,-46,-57,-67,-76,-85,-86,-79,-67,-51,-37,-22,-9,3,15,26,37,47,53,60,66,71,74,76,77,78,76,73,69,66,63,60,56,53,50,47,45,42,40,38,36,34,32,30,28,27,23,22
-23,-35,-46,-56,-66,-76,-85,-91,-90,-80,-64,-48,-33,-20,-6,5,17,28,39,48,51,52,54,55,58,62,67,69,70,67,62,58,55,52,49,46,43,41,39,37,35,33,31,29,27,25,24,23,21,20
-5,-12,-22,-33,-44,-55,-65,-74,-83,-88,-85,-74,-58,-43,-29,-15,-2,9,21,31,41,48,53,55,61,68,76,79,80,80,76,70,66,63,60,56,53,50,47,45,42,40,38,36,34,32,30,28,26,25
-2,-10,-22,-34,-45,-55,-65,-75,-84,-84,-77,-66,-50,-35,-21,-8,4,16,27,38,46,52,57,63,71,79,84,86,83,76,71,68,64,60,57,54,51,48,45,43,40,38,36,34,32,30,28,27,25,24
-17,-26,-38,-49,-59,-69,-78,-87,-93,-86,-70,-54,-39,-25,-12,0,12,24,33,41,46,53,61,70,77,77,69,64,61,58,55,51,48,45,43,41,38,36,34,32,30,28,27,25,24,22,21,20,18,17
-11,-20,-31,-43,-53,-63,-73,-82,-84,-79,-67,-51,-36,-22,-9,3,15,26,37,46,53,58,63,68,75,77,77,76,76,73,68,64,60,57,54,51,48,45,43,41,38,36,34,32,30,28,27,25,24,22
-13,-21,-33,-44,-54,-64,-74,-83,-86,-77,-60,-45,-31,-17,-4,8,20,30,37,43,47,52,57,66,74,80,82,81,74,71,67,62,58,55,52,50,48,45,42,40,38,36,34,32,30,28,26,25,23,22
-17,-24,-36,-47,-57,-67,-76,-85,-83,-72,-56,-41,-27,-13,0,10,19,29,39,49,59,66,69,70,71,72,73,71,66,62,58,54,51,48,46,43,41,39,37,34,32,30,29,27,25,24,22,21,20,18
-22,-33,-44,-55,-65,-74,-83,-90,-85,-73,-57,-42,-27,-14,-1,10,20,30,37,41,47,52,57,65,67,67,67,66,63,58,55,52,49,47,44,42,39,37,35,33,31,30,28,26,25,23,22,21,19,18
2,-6,-16,-28,-39,-50,-60,-70,-79,-77,-66,-50,-35,-21,-8,4,16,27,38,48,57,64,68,74,77,77,74,70,65,61,57,54,50,47,44,42,39,37,35,33,31,30,28,26,25,23,22,21,19,18
-15,-23,-34,-45,-56,-66,-75,-84,-81,-68,-52,-37,-23,-10,2,14,24,33,40,47,51,56,59,65,69,71,71,71,65,61,58,54,51,48,45,43,41,38,36,34,32,30,29,27,25,24,22,21,19,18
-8,-14,-24,-36,-47,-57,-67,-76,-85,-82,-68,-52,-37,-23,-10,2,14,25,35,43,52,57,61,63,68,74,76,76,76,73,68,64,61,57,54,51,48,45,42,40,38,36,34,32,30,28,27,25,23,22
-5,-11,-24,-35,-46,-57,-66,-76,-76,-68,-53,-38,-24,-10,1,14,25,34,43,52,60,67,72,74,76,75,74,73,71,68,63,60,56,52,49,46,44,41,39,37,34,32,31,29,27,25,24,22,21,20
-3,-11,-21,-32,-43,-54,-64,-74,-75,-64,-48,-34,-20,-6,5,17,27,38,48,57,63,67,72,75,75,75,72,64,60,58,55,51,48,46,43,40,38,36,33,31,29,28,26,24,23,22,20,19,18,17
-16,-27,-39,-50,-60,-70,-79,-83,-77,-63,-47,-33,-19,-6,6,18,29,40,50,59,67,73,75,75,74,74,71,66,63,59,55,52,49,46,44,41,39,37,34,32,30,29,27,25,24,22,21,20,18,17
-8,-15,-26,-37,-48,-59,-68,-78,-74,-64,-48,-34,-20,-7,5,17,28,37,45,52,59,64,71,78,80,80,77,72,68,65,61,57,54,51,48,46,43,41,38,36,34,32,30,28,27,25,24,22,21,20
-5,-13,-25,-37,-48,-58,-68,-77,-79,-73,-60,-45,-30,-16,-3,8,20,30,40,49,57,62,68,74,77,78,77,76,73,68,64,61,58,54,51,48,46,43,41,39,36,34,32,30,29,27,25,24,22,21
-15,-27,-39,-50,-60,-70,-79,-81,-73,-59,-44,-30,-16,-3,9,20,28,36,43,48,52,56,60,64,65,64,63,61,58,55,52,50,47,44,42,39,37,35,33,31,29,28,26,24,23,21,20,19,18,16
-4,-10,-22,-33,-45,-55,-65,-73,-71,-63,-50,-36,-22,-8,4,16,27,38,48,56,62,66,70,72,73,73,71,67,64,61,58,55,52,49,46,43,41,38,36,34,32,30,29,27,25,24,22,21,20,18
-13,-22,-34,-45,-55,-65,-75,-69,-54,-39,-24,-11,1,13,25,36,46,55,62,69,72,73,73,71,67,63,59,56,53,50,47,45,42,40,37,35,33,31,29,27,26,24,23,21,20,19,18,16,15,14
