[-42, -71, -91, -60, -26, 13, 37, 35, 40, 54, 61, 67, 65, 71, 85, 100, 122, 141, 157, 171, 183, 159, 140, 106, 72, 48, 15, -4, -24, -49, -75, -91, -96, -110, -129, -145, -159, -171, -182, -182, -151, -112, -83, -62, -41, -20, -7, -4, -6, -7, -9, -11, -12, -13, -14, -14, -13, -11, -8, -8, -7, -4, -2, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -1, -2, -4, -4, -5, -3, -3, -3, -3, -2, -2, -1, -1, -1, -2, -2, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0]
[-51, -68, -72, -70, -57, -34, 6, 42, 72, 93, 101, 113, 132, 126, 113, 132, 149, 165, 177, 189, 191, 197, 180, 141, 104, 71, 50, 21, -13, -33, -49, -68, -86, -109, -118, -102, -100, -107, -117, -120, -114, -100, -83, -67, -58, -54, -54, -54, -54, -54, -51, -44, -38, -33, -27, -24, -21, -17, -5, -5, -4, -4, -4, -4, -4, -4, -4, -4, -3, -3, -3, -3, -3, -2, -2, -3, -2, -2, -2, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-12, -36, -66, -91, -97, -67, -21, 17, 45, 50, 63, 69, 55, 75, 56, 41, 65, 92, 116, 136, 153, 167, 155, 170, 143, 128, 100, 60, 23, -14, -47, -75, -74, -59, -58, -82, -104, -107, -112, -98, -101, -118, -132, -139, -138, -131, -119, -99, -71, -44, -27, -18, -16, -16, -15, -13, -12, -9, -6, -3, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0]
[-32, -62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, -88, -110, -129, -142, -135, -104, -56, -11, 16, 22, 10, 0, 34, 34, 42, 68, 95, 118, 137, 154, 152, 167, 138, 118, 92, 44, 14, -5, -37, -67, -92, -114, -132, -142, -136, -130, -121, -107, -105, -107, -106, -98, -89, -88, -97, -100, -90, -76, -64, -55, -47, -40, -32, -25, -20, -15, -13, -11, -9, -3, -3, -2, -2, -3, -2, -2, -2, -2, -2, -2, -2, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2, -3, -4, -5, -6, -6, 0, 0, 0, 0, 0]
[-12, 0, 27, 7, 36, 67, 90, 114, 134, 151, 156, 170, 147, 119, 87, 41, 25, 23, 0, -33, -63, -86, -99, -115, -124, -116, -107, -117, -129, -129, -125, -124, -123, -123, -120, -111, -94, -70, -47, -30, -19, -11, -6, -5, -7, -9, -10, -9, -9, -9, -7, -6, -6, -6, -6, -6, -6, -5, -5, -6, -6, -6, -5, -5, -4, -4, -4, -3, -2, -1, 0, 0, 0, 1, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
[-27, -58, -84, -107, -99, -62, -21, 11, 29, 45, 60, 46, 65, 62, 34, 66, 90, 106, 127, 146, 161, 175, 183, 185, 155, 113, 65, 23, -14, -45, -73, -95, -106, -123, -125, -122, -104, -80, -61, -56, -63, -77, -90, -96, -94, -85, -71, -55, -41, -31, -23, -18, -8, -5, -3, -3, -2, -1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]
[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-60, -86, -107, -112, -102, 9, 32, 64, 54, 29, 6, -20, -52, -80, -103, -122, -126, -122, -112, -113, -123, -134, -132, -114, -90, -67, -49, -40, -37, -37, -39, -41, -42, -41, -38, -33, -28, -22, -18, -15, -11, -8, -6, -5, -4, -3, -2, -1, 0, 0, 2, 2, 1, 0, 0, 0, 0, 1, 3, 4, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-101, -67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, -26, -26, -9, 28, 60, 88, 112, 132, 150, 146, 158, 132, 92, 52, 23, 1, -20, -48, -73, -97, -118, -120, -124, -130, -135, -134, -126, -118, -110, -101, -86, -71, -55, -44, -39, -36, -31, -25, -18, -12, -6, -1, 0, 0, -1, -2, -3, -3, 0, 1, 2, 2, 3, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0]
[-35, -64, -90, -92, -48, -13, 20, 50, 65, 88, 97, 99, 97, 71, 89, 113, 129, 147, 163, 176, 183, 180, 167, 129, 79, 45, 40, 22, -15, -47, -75, -95, -115, -127, -124, -115, -104, -98, -92, -101, -108, -105, -92, -75, -61, -53, -48, -41, -35, -30, -27, -24, -20, -17, -12, -8, -5, -2, -2, -3, -3, -3, -3, -3, -3, -2, -2, -1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -2, -1, -1, -1, -1, -1, -2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
[-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-66, -91, -110, -80, -41, 0, 32, 50, 68, 94, 82, 63, 85, 63, 54, 82, 97, 119, 138, 155, 169, 170, 171, 142, 106, 57, 24, 12, -20, -52, -79, -100, -106, -112, -131, -129, -129, -137, -128, -132, -143, -152, -149, -132, -106, -76, -53, -39, -33, -30, -26, -21, -17, -13, -10, -6, -4, -4, -4, -4, -3, -3, -2, -1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 2, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0]
[-1, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, -51, -79, -92, -85, -59, -17, 21, 46, 49, 47, 67, 62, 45, 58, 84, 104, 126, 144, 150, 165, 178, -26, -55, -78, -69, -58, -44, -22, -13, -13, -15, -14, -11, -6, -5, -4, -5, -7, -10, -15, -19, -21, -21, -20, -18, -16, -14, -12, -11, -9, -8, -7, -6, -4, -2, -1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -2, -2, -1, -2, -2, 0, 0, 0, 0, 0]
