[-103, -175, -212, -216, -119, -2, 89, 127, 159, 199, 223, 235, 241, 244, 246, 247, 247, 247, 247, 152, -35, 46, 78, 56, 3, -33, -40, -17, 17, 44, 27, 4, -13, -25, -70, -107, -115, -142, -147, -166, -138, -90, -71, -65, -64, -52, -28, -11, -5, 0, 6, 7, 9, 11, 11, 9, 9, 6, 6, 6, 4, 4, 5, 4, 4, 6, 6, 5, 5, 4, 3, 2, 3, 3, 4, 4, 4, 5, 5, 2, 1, 1, 1, 1, 1, 2, 4, 4, 4, 4, 4, 4, 3, 3, 2, 0, 0, 0, 0, 0]
[-82, -149, -164, -161, -154, -133, -95, -33, 37, 93, 137, 188, 217, 232, 239, 243, 245, 246, 247, 247, 121, -54, -27, 5, -16, -41, -37, -12, 10, 18, 14, -16, -59, -90, -148, -147, -146, -122, -92, -83, -73, -64, -58, -53, -45, -33, -22, -13, -6, -3, -2, -2, 0, 2, 3, 4, 4, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -1, -1, 0, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, 0, 0]
[-107, -177, -213, -226, -229, -200, -136, -24, 62, 81, 92, 131, 185, 215, 231, 235, 241, 244, 185, 201, 224, 235, 127, 10, 50, 53, 28, -7, -37, -10, 31, 7, -3, 8, 5, -22, -106, -154, -173, -166, -161, -155, -127, -94, -68, -47, -38, -37, -34, -22, -10, -2, 0, 1, 2, 3, 3, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]
[-80, -125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, -160, -189, -215, -230, -239, -243, -171, -56, 36, 117, 174, 210, 228, 238, 242, 245, 227, 230, 239, 237, 91, -39, 44, 42, 14, -14, -37, -11, 19, 21, 25, -14, -47, -113, -134, -162, -185, -178, -154, -117, -89, -83, -72, -55, -50, -51, -44, -31, -20, -10, -6, -2, -1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -1, -1, 0, 0, 0, 0, -1, -2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-55, 92, 168, 200, 218, 232, 235, 241, 244, 242, 125, -48, -9, 23, 5, -28, -51, -27, 8, 21, 12, -16, -46, -84, -128, -152, -155, -143, -134, -124, -103, -79, -60, -45, -36, -31, -29, -24, -16, -6, -2, -1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 1, 0, 0, 1, 2, 1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-93, -170, -209, -229, -233, -198, -139, -57, 2, 31, 83, 163, 204, 225, 176, 207, 227, 215, 210, 228, 226, 173, 6, -34, -8, -13, -21, -31, -32, -37, -28, -40, -49, -82, -112, -151, -172, -163, -146, -118, -97, -86, -75, -57, -47, -40, -31, -23, -16, -9, -4, 1, 1, 3, 3, 4, 6, 5, 3, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-164, -206, -228, -239, -220, 219, 223, 235, 177, 77, 33, 18, 15, 0, -65, -134, -151, -160, -161, -139, -107, -83, -70, -58, -47, -38, -32, -26, -16, -6, 2, 8, 11, 8, 5, 6, 5, 4, 6, 5, 3, 3, 3, 1, 3, 3, 2, 3, 3, 4, 4, 4, 4, 3, 2, 2, 3, 3, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-135, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
