-44,-45,-64,-82,-86,-85,-72,-74,-84,-92,-89,-69,-58,-84,-108,-148,-177,-178,-149,-89,-69,-32,108,157,196,216,193,165,158,142,117,89,66,61,56,48,53,53,43,42,49,42,25,16,9,-10,-7,-11,-26,-28,-27,-38,-43,-40,-31,-41,-45,-43,-39,-36,-34,-35,-34,-32,-30,-27,-28,-29,-29,-30,-30,-30,-30,-29,-29,-28,-29,-29,-29,-29,-29,-29,-28,-29,-29,-29,-28,-28,-29,-29,-29,-29,-28,-28,-29,-28,-28,-29,-29,-29
-42,-53,-59,-55,-58,-67,-67,-68,-70,-74,-78,-78,-66,-48,-35,-40,-72,-115,-131,-126,-105,-79,-32,0,118,138,173,195,187,185,180,165,145,119,93,80,70,60,54,53,50,53,55,49,41,33,28,22,15,12,12,15,11,0,-5,-7,-16,-20,-18,-20,-26,-25,-30,-26,-29,-24,-27,-32,-30,-29,-28,-27,-27,-29,-30,-31,-31,-31,-31,-30,-30,-31,-30,-30,-30,-31,-30,-30,-30,-29,-30,-30,-30,-29,-29,-30,-29,-29,-29,-29
-38,-45,-54,-54,-54,-60,-64,-61,-66,-62,-56,-57,-56,-55,-64,-67,-72,-58,-34,-9,-3,14,30,41,72,132,157,158,141,136,125,99,83,77,69,67,69,67,57,54,47,39,34,30,24,16,10,11,11,6,-1,-1,0,2,-1,-9,-15,-22,-30,-36,-37,-19,-44,-55,-44,-41,-43,-39,-32,-29,-29,-29,-45,-37,-34,-31,-30,-29,-29,-29,-29,-29,-29,-29,-29,-28,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-30,-29
-44,-49,-46,-47,-53,-48,-50,-59,-53,-49,-48,-45,-34,-31,-39,-62,-71,-71,-51,-29,2,25,52,63,121,165,135,133,141,148,152,148,119,106,100,78,69,73,68,60,64,62,56,53,52,48,48,38,35,37,27,17,14,11,4,-18,-9,-4,-4,-14,-21,-24,-26,-25,-22,-24,-26,-23,-17,-18,-19,-19,-20,-22,-22,-21,-21,-21,-21,-21,-22,-22,-22,-22,-22,-22,-21,-22,-22,-21,-21,-21,-22,-21,-22,-22,-21,-21,-22,-23
-28,-32,-42,-49,-53,-54,-66,-76,-85,-92,-93,-82,-65,-53,-52,-54,-57,-52,-40,-17,-9,8,12,28,72,120,152,152,149,148,138,122,100,82,66,57,62,58,48,40,42,39,30,32,23,8,0,-5,-3,-2,-11,-13,-8,-11,-18,-22,-27,-28,-33,-37,-34,-30,-36,-37,-35,-35,-36,-35,-34,-33,-32,-31,-30,-30,-32,-31,-31,-31,-30,-30,-31,-31,-31,-31,-30,-31,-30,-30,-30,-30,-30,-30,-30,-30,-31,-30,-30,-30,-31,-31
-43,-52,-68,-77,-83,-73,-76,-90,-96,-82,-69,-66,-60,-44,-37,-42,-60,-71,-67,-44,-32,-13,1,18,39,74,144,149,149,166,167,154,143,126,101,76,54,57,52,50,49,56,48,39,44,38,29,26,26,25,23,17,14,12,8,7,5,2,-2,-6,-9,-17,-22,-30,-29,-31,-37,-33,-25,-25,-24,-24,-24,-25,-27,-25,-25,-25,-24,-24,-24,-24,-25,-25,-25,-25,-25,-25,-26,-26,-25,-24,-25,-25,-25,-25,-26,-25,-25,-26
-44,-52,-61,-62,-69,-78,-74,-74,-74,-69,-60,-52,-58,-69,-92,-108,-104,-86,-53,-40,-25,10,116,159,145,172,171,158,152,122,90,79,63,50,53,42,26,16,18,16,7,-2,-7,-16,-21,-24,-31,-34,-29,-29,-36,-38,-35,-34,-27,-32,-34,-34,-33,-34,-34,-33,-27,-27,-27,-25,-28,-29,-28,-26,-27,-27,-27,-27,-27,-28,-28,-27,-26,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-28,-27,-27,-28,-28,-27,-27,-28,-27,-27,-28
-35,-40,-52,-60,-68,-66,-64,-61,-63,-67,-67,-61,-53,-48,-50,-60,-68,-63,-62,-47,-34,-13,0,37,136,183,170,166,158,146,137,108,93,87,76,75,71,60,48,39,28,18,11,6,0,-14,-22,-23,-31,-34,-36,-33,-30,-24,-26,-26,-21,-18,-23,-24,-18,-20,-24,-18,-19,-24,-27,-25,-24,-22,-20,-20,-24,-23,-23,-23,-22,-22,-23,-23,-23,-21,-22,-21,-21,-23,-23,-22,-22,-22,-22,-22,-23,-23,-23,-22,-24,-23,-22,-23
-31,-49,-66,-75,-85,-86,-80,-76,-68,-59,-49,-39,-29,-23,-24,-35,-48,-54,-59,-61,-46,-32,-1,13,26,58,119,160,149,153,154,142,119,95,86,75,66,56,49,43,32,27,25,26,21,10,5,3,0,0,1,-3,-6,-2,-19,-16,-10,-6,-11,-15,-16,-14,-9,-9,-5,0,-12,-21,-22,-23,-22,-22,-23,-24,-22,-21,-23,-24,-22,-22,-24,-24,-23,-23,-23,-23,-24,-23,-24,-23,-23,-24,-25,-23,-24,-25,-24,-23,-24,-25
-34,-33,-41,-47,-48,-46,-45,-44,-45,-44,-43,-42,-42,-39,-34,-37,-46,-64,-75,-70,-61,-37,-15,3,20,41,55,79,130,146,148,151,149,132,111,99,90,79,59,45,37,24,21,22,13,4,0,0,-3,-8,-14,-10,-8,-11,-7,-4,-7,-9,-9,-10,-12,-17,-21,-22,-23,-26,-24,-5,-16,-21,-21,-26,-28,-22,-23,-23,-23,-25,-25,-25,-25,-24,-24,-24,-24,-23,-24,-24,-24,-24,-24,-23,-23,-24,-24,-24,-24,-24,-23,-23
-66,-75,-76,-77,-93,-106,-109,-123,-126,-134,-136,-122,-104,-71,-37,-21,-2,21,42,59,64,67,59,58,54,39,35,41,49,59,62,58,57,58,54,44,17,-8,-14,-56,-79,-91,-109,-118,-122,-126,-122,-104,-100,-94,-88,-89,-93,-87,-79,-71,-62,-56,-51,-43,-36,-31,-32,-30,-26,-26,-27,-25,-24,-25,-24,-22,-24,-25,-24,-24,-25,-23,-22,-24,-24,-23,-22,-23,-22,-20,-21,-21,-20,-21,-21,-21,-21,-21,-21,-20,-20,-20,-19,-18
-68,-74,-84,-90,-96,-99,-99,-94,-87,-76,-64,-49,-39,-26,-15,-9,-3,1,12,21,29,42,50,53,52,55,54,55,55,59,61,64,67,69,63,53,50,37,19,21,0,-15,-21,-44,-47,-50,-67,-62,-67,-79,-75,-75,-81,-83,-93,-96,-91,-81,-74,-72,-69,-64,-60,-55,-43,-33,-32,-31,-29,-28,-27,-27,-24,-21,-22,-23,-21,-20,-21,-19,-19,-21,-21,-18,-20,-21,-19,-19,-22,-20,-19,-20,-20,-19,-19,-19,-19,-18,-20,-19
-81,-100,-117,-125,-137,-141,-138,-133,-116,-96,-71,-49,-29,-19,-15,-4,6,26,50,71,83,90,85,81,80,81,83,81,82,87,88,76,59,49,34,18,0,-4,-25,-48,-55,-86,-95,-101,-119,-112,-103,-106,-100,-95,-96,-92,-82,-82,-79,-68,-62,-67,-62,-50,-47,-41,-33,-31,-29,-24,-26,-28,-26,-27,-28,-27,-26,-27,-26,-23,-25,-24,-23,-23,-24,-24,-25,-25,-25,-25,-25,-24,-24,-26,-25,-25,-25,-24,-23,-25,-25,-24,-24,-24
-66,-73,-88,-109,-119,-125,-126,-118,-113,-101,-94,-76,-51,-36,-19,-1,10,22,38,54,68,78,80,80,81,78,78,81,87,86,82,73,60,59,51,36,35,26,0,-7,-25,-51,-56,-62,-83,-87,-91,-100,-97,-97,-94,-86,-77,-75,-73,-69,-70,-68,-56,-45,-46,-45,-41,-36,-33,-31,-28,-28,-27,-26,-24,-23,-24,-23,-25,-25,-21,-20,-25,-25,-21,-23,-26,-24,-23,-25,-25,-24,-25,-26,-25,-24,-25,-24,-23,-23,-23,-23,-22,-23
-77,-92,-105,-114,-114,-119,-122,-116,-114,-105,-86,-69,-47,-32,-14,4,21,34,42,39,37,44,56,73,92,102,102,103,103,105,102,105,100,85,66,44,28,28,28,17,21,7,-10,-9,-40,-47,-55,-80,-77,-87,-94,-89,-99,-100,-94,-86,-82,-76,-74,-72,-57,-49,-48,-46,-40,-40,-43,-34,-28,-30,-27,-21,-24,-24,-20,-20,-23,-19,-16,-20,-21,-18,-18,-21,-20,-18,-21,-20,-17,-19,-21,-18,-17,-21,-21,-16,-16,-21,-19,-16
-79,-89,-98,-113,-120,-125,-128,-129,-127,-120,-107,-93,-68,-44,-21,-6,7,21,36,48,57,72,85,89,86,86,94,98,97,96,91,90,86,73,68,58,48,42,31,26,21,10,0,-7,-15,-23,-29,-36,-60,-70,-81,-91,-88,-87,-89,-86,-86,-88,-82,-77,-78,-73,-63,-63,-63,-55,-52,-55,-50,-46,-45,-40,-34,-32,-33,-32,-32,-32,-32,-34,-32,-29,-31,-30,-28,-27,-27,-26,-26,-26,-24,-25,-26,-24,-24,-26,-25,-24,-25,-24
-76,-90,-92,-114,-129,-130,-130,-128,-121,-116,-99,-75,-58,-42,-30,-17,-1,8,17,27,34,45,64,77,85,91,90,89,86,86,80,78,83,77,60,57,47,25,19,-5,-8,-6,-30,-28,-47,-60,-69,-74,-77,-78,-80,-82,-79,-78,-78,-72,-72,-72,-63,-56,-60,-59,-44,-34,-36,-31,-18,-14,-15,-12,-8,-5,-6,-8,-7,-5,-7,-6,-5,-6,-5,-6,-8,-5,-3,-7,-6,-3,-4,-7,-4,-4,-6,-7,-4,-4,-7,-6,-4,-5
-74,-79,-88,-97,-102,-104,-106,-102,-92,-78,-61,-43,-29,-19,-8,0,9,17,24,31,43,64,80,93,99,98,96,96,85,80,82,79,66,49,35,26,30,7,4,4,-20,-21,-40,-57,-74,-80,-84,-82,-84,-93,-91,-86,-85,-85,-83,-80,-86,-76,-58,-51,-55,-47,-35,-34,-35,-25,-23,-25,-21,-18,-21,-20,-16,-16,-20,-19,-14,-17,-19,-18,-15,-16,-16,-16,-15,-17,-16,-15,-17,-18,-14,-15,-18,-16,-13,-16,-17,-14,-13,-17
-80,-83,-84,-96,-103,-105,-107,-101,-93,-88,-73,-58,-44,-30,-17,-7,0,13,19,29,45,57,72,83,86,86,85,85,78,73,72,71,74,69,55,42,29,23,11,5,-2,-7,-3,-29,-43,-39,-59,-69,-79,-89,-87,-90,-96,-96,-91,-97,-97,-86,-79,-82,-71,-64,-61,-50,-39,-35,-31,-25,-22,-24,-21,-17,-19,-19,-17,-18,-20,-18,-17,-19,-18,-16,-19,-19,-17,-17,-20,-17,-16,-18,-18,-16,-17,-19,-17,-15,-17,-17,-16,-16
-77,-86,-101,-105,-104,-110,-109,-105,-100,-88,-75,-62,-46,-31,-16,-11,-8,1,6,7,18,34,47,66,81,92,99,94,90,90,86,79,84,84,77,64,40,28,20,12,0,1,-5,-20,-45,-61,-66,-71,-84,-96,-100,-100,-95,-91,-91,-94,-87,-89,-86,-71,-57,-48,-40,-37,-33,-30,-26,-20,-15,-11,-11,-10,-7,-6,-8,-6,-6,-7,-6,-6,-6,-8,-8,-8,-8,-7,-7,-7,-7,-7,-7,-6,-7,-7,-7,-9,-8,-6,-8,-9
-76,-83,-92,-99,-102,-108,-107,-101,-95,-89,-74,-63,-45,-25,-10,-4,6,14,18,16,17,27,45,67,82,89,94,97,93,88,82,73,68,66,56,45,44,38,30,32,20,0,-15,-36,-48,-56,-70,-72,-88,-98,-95,-101,-103,-97,-93,-82,-75,-81,-75,-63,-54,-48,-42,-34,-32,-35,-28,-19,-17,-15,-14,-13,-12,-10,-10,-9,-10,-7,-6,-9,-8,-7,-8,-9,-6,-6,-8,-9,-6,-6,-7,-5,-4,-7,-7,-5,-5,-6,-7,-4
-76,-93,-98,-111,-123,-120,-119,-115,-98,-92,-81,-62,-46,-33,-15,1,8,16,22,25,32,50,62,72,79,82,89,91,83,74,61,46,34,23,7,12,3,-13,-4,-33,-50,-50,-57,-59,-72,-78,-87,-85,-87,-92,-94,-89,-86,-84,-79,-74,-68,-67,-60,-50,-48,-52,-44,-36,-40,-35,-21,-22,-27,-17,-13,-20,-15,-11,-15,-16,-12,-14,-19,-15,-12,-17,-17,-13,-13,-16,-13,-12,-12,-14,-12,-10,-14,-14,-13,-15,-15,-12,-13,-15
-76,-76,-80,-85,-88,-93,-89,-90,-89,-88,-84,-74,-69,-59,-46,-36,-21,-13,-6,10,27,45,63,71,78,81,82,82,77,81,90,93,82,67,59,49,38,29,14,14,13,-3,-3,-9,-11,-22,-38,-40,-61,-58,-62,-81,-82,-92,-102,-101,-101,-101,-92,-85,-83,-84,-69,-56,-48,-37,-29,-26,-20,-13,-12,-7,-5,-4,-2,0,0,0,-1,-2,-1,-1,-2,-2,-1,-1,-1,-2,-3,-1,-1,-2,-3,-2,-2,-2,-3,-2,-1,-2
-78,-91,-100,-113,-126,-129,-127,-120,-107,-96,-89,-73,-60,-43,-25,-11,2,23,47,74,90,100,105,107,95,85,78,68,56,31,15,6,-4,-10,-12,-12,-15,-46,-46,-60,-92,-106,-128,-137,-125,-120,-121,-113,-98,-95,-81,-64,-60,-53,-43,-33,-30,-25,-18,-15,-12,-6,-4,-7,-6,-7,-12,-15,-14,-14,-14,-13,-11,-12,-12,-10,-11,-12,-13,-12,-13,-13,-11,-12,-12,-11,-11,-12,-11,-11,-11,-12,-11,-11,-13,-12,-11,-12,-13,-12
-77,-98,-108,-118,-127,-127,-122,-124,-121,-110,-94,-74,-53,-32,-20,-1,5,13,23,29,44,65,74,74,83,91,94,93,94,90,85,85,67,41,32,20,10,9,4,8,0,-19,-18,-42,-58,-74,-78,-88,-89,-94,-93,-88,-93,-88,-80,-78,-80,-65,-52,-51,-46,-37,-35,-34,-23,-16,-19,-16,-7,-7,-13,-11,-9,-15,-15,-10,-12,-15,-13,-12,-15,-14,-12,-14,-15,-12,-12,-16,-15,-12,-14,-16,-12,-13,-15,-14,-14,-16,-15,-14
-76,-91,-99,-110,-120,-122,-122,-116,-105,-95,-82,-63,-44,-24,0,12,21,36,42,48,58,65,65,69,66,66,69,76,82,80,72,68,59,39,22,20,5,-2,8,0,-12,-6,-9,-33,-44,-47,-53,-65,-67,-65,-64,-57,-65,-63,-56,-54,-58,-56,-45,-45,-51,-39,-31,-33,-29,-20,-16,-17,-15,-12,-13,-14,-14,-13,-14,-14,-12,-12,-12,-12,-12,-12,-11,-12,-13,-12,-13,-15,-13,-10,-11,-12,-9,-11,-14,-12,-12,-14,-14,-12
-78,-85,-95,-105,-108,-111,-112,-108,-106,-92,-79,-64,-43,-29,-16,-9,-3,6,19,30,44,56,56,56,65,76,84,89,90,88,75,59,48,41,32,27,32,20,21,29,-2,-17,-16,-43,-59,-64,-78,-83,-81,-80,-82,-85,-83,-84,-78,-69,-62,-60,-49,-39,-46,-44,-34,-30,-34,-30,-24,-22,-20,-14,-10,-10,-9,-8,-9,-11,-11,-12,-13,-12,-10,-10,-11,-9,-9,-10,-10,-10,-11,-11,-9,-10,-12,-11,-10,-10,-11,-10,-9,-10
-79,-88,-95,-102,-104,-113,-114,-112,-111,-102,-91,-78,-59,-34,-20,-13,0,6,9,18,32,41,46,55,60,57,53,54,58,60,60,57,49,45,31,20,22,23,7,-7,-17,-26,-36,-53,-63,-74,-79,-82,-81,-77,-80,-82,-81,-80,-76,-75,-79,-67,-60,-66,-59,-50,-44,-43,-37,-30,-27,-21,-17,-20,-18,-16,-19,-21,-18,-18,-19,-18,-18,-18,-20,-19,-19,-20,-20,-18,-20,-21,-18,-18,-20,-19,-18,-20,-20,-18,-21,-21,-18,-17
-81,-91,-98,-106,-110,-111,-115,-112,-104,-93,-77,-60,-43,-28,-18,-13,-7,4,13,18,20,28,44,72,96,107,104,91,76,68,71,76,75,61,48,40,18,8,11,4,-5,-13,-21,-38,-45,-48,-59,-73,-83,-86,-81,-82,-84,-84,-85,-91,-80,-69,-71,-63,-49,-43,-41,-32,-25,-23,-18,-15,-16,-18,-18,-18,-17,-16,-14,-13,-14,-15,-13,-11,-13,-13,-12,-14,-15,-13,-12,-15,-13,-11,-14,-15,-11,-12,-14,-13,-12,-13,-14,-12
-76,-82,-92,-104,-116,-130,-128,-122,-111,-99,-79,-66,-48,-23,-8,4,17,22,23,22,28,32,40,50,55,63,72,72,66,63,65,60,54,51,48,41,34,29,25,23,17,4,-12,-24,-31,-35,-32,-37,-44,-47,-48,-50,-60,-59,-61,-69,-76,-79,-74,-72,-83,-80,-72,-69,-68,-60,-58,-62,-52,-40,-34,-30,-25,-22,-20,-16,-14,-15,-15,-13,-15,-18,-15,-13,-16,-16,-13,-12,-15,-13,-11,-12,-14,-13,-13,-15,-14,-12,-15,-14
-104,-108,-100,-18,-111,-60,-63,-79,-89,-86,-84,-84,-85,-84,-83,-84,-88,-95,-98,-96,-88,-76,-62,-52,-40,-36,-35,-48,-60,-59,-59,-49,-46,-46,-40,-32,-31,-28,-23,-16,-11,-8,-7,-7,-4,0,3,3,3,4,4,4,4,4,3,3,5,5,4,3,5,5,5,6,5,4,4,5,5,4,3,4,4,3,3,4,5,4,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
-80,-101,-112,-120,-124,-114,-105,-99,-23,-102,-33,-45,-67,-78,-82,-83,-82,-82,-82,-85,-88,-89,-89,-88,-89,-88,-85,-81,-77,-74,-62,-53,-52,-46,-44,-42,-39,-45,-47,-47,-47,-43,-39,-33,-20,-8,-3,-4,-3,-4,-2,0,3,1,0,4,10,12,10,10,10,11,11,12,12,13,12,12,11,12,12,12,11,12,12,12,11,12,11,11,11,12,11,10,11,11,10,10,11,11,11,11,12,11,10,11,11,11,11,11
-80,-96,-105,-109,-107,-110,-116,-134,-140,-153,-151,-67,-74,-72,-73,-79,-84,-83,-83,-85,-88,-86,-86,-87,-85,-82,-78,-69,-58,-38,-37,-51,-47,-58,-62,-58,-57,-55,-49,-51,-43,-31,-18,-12,-12,-12,-17,-21,-19,-16,-12,-8,-5,-4,-3,-1,0,0,1,3,4,5,4,4,4,6,6,6,4,5,6,5,5,5,5,5,4,4,3,4,5,4,4,5,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6
-82,-104,-116,-131,-133,-136,-125,-112,-118,-131,-108,-52,-59,-57,-62,-59,-56,-46,-38,-55,-68,-66,-84,-87,-81,-93,-102,-94,-75,-54,-39,-32,-28,-27,-27,-22,-14,-8,-3,-2,-4,-2,0,1,2,4,5,4,4,5,4,2,3,4,3,1,1,3,3,3,2,3,4,3,3,4,4,3,3,3,3,3,3,3,2,4,4,3,4,5,4,4,4,5,4,4,4,4,3,3,4,4,3,4,5,5,4,5,5,4
-77,-101,-116,-124,-130,-133,-148,-163,-151,15,-59,-19,-35,-58,-65,-67,-69,-71,-72,-66,-55,-50,-39,-44,-57,-55,-50,-55,-51,-47,-49,-46,-35,-30,-34,-37,-34,-28,-20,-14,-7,-3,2,6,7,5,6,8,10,10,10,9,10,10,10,10,10,10,10,10,11,11,11,10,9,9,9,9,8,8,9,9,9,8,9,10,10,9,10,10,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,10,9,9,9,9
-82,-102,-121,-139,-155,-159,-153,-138,-108,-137,-52,-44,-52,-70,-75,-78,-83,-84,-78,-67,-53,-35,-31,-40,-48,-52,-69,-73,-68,-67,-61,-59,-56,-48,-41,-34,-26,-17,-8,-1,2,5,9,11,11,11,12,13,12,10,9,10,10,11,11,10,10,10,12,13,12,12,12,12,12,13,13,12,11,12,12,12,11,11,11,11,10,11,12,11,11,11,12,11,12,12,11,11,12,12,12,12,12,12,12,12,12,11,12,12
-81,-101,-115,-143,-165,-168,-153,-139,-131,-146,-135,-56,-53,-65,-70,-74,-70,-74,-77,-78,-81,-82,-80,-71,-60,-49,-46,-45,-46,-57,-63,-63,-66,-53,-45,-46,-39,-29,-22,-22,-20,-13,-9,-5,-2,0,3,4,6,9,11,10,8,6,7,7,7,7,7,7,6,5,6,6,6,7,9,9,8,9,9,9,9,9,9,8,8,7,7,7,8,7,7,7,8,8,8,8,8,8,8,9,8,8,8,8,9,8,9,9
-81,-106,-125,-141,-153,-148,-134,-107,-82,-68,-72,-22,-57,-41,-54,-69,-72,-75,-79,-79,-77,-71,-60,-47,-42,-36,-49,-55,-58,-65,-56,-49,-49,-37,-33,-30,-23,-16,-12,-8,-6,-4,-2,0,2,5,7,10,11,10,9,10,11,9,9,9,9,8,6,6,6,6,6,7,8,8,8,9,9,10,9,9,9,9,8,8,8,8,8,8,9,9,9,9,9,10,9,9,9,9,9,9,9,9,10,10,10,10,10,10
-85,-113,-138,-144,-138,-125,-108,-99,-105,-133,-106,-55,-61,-70,-76,-79,-81,-85,-88,-88,-86,-80,-67,-50,-44,-52,-49,-61,-67,-60,-74,-74,-57,-56,-52,-46,-38,-36,-35,-31,-29,-28,-28,-24,-19,-18,-16,-11,-7,-8,-6,-4,-3,-2,-1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1
-81,-97,-106,-122,-137,-143,-140,-123,-103,-95,-88,24,-41,-23,-40,-66,-75,-78,-82,-87,-90,-91,-88,-83,-82,-75,-61,-54,-52,-55,-59,-62,-56,-53,-49,-42,-43,-37,-32,-29,-20,-13,-10,-10,-8,-4,-2,-1,0,1,2,4,5,6,6,7,7,7,7,7,7,8,8,7,9,10,9,9,9,10,10,8,8,9,9,8,8,7,7,7,7,7,8,7,7,8,8,8,9,9,9,10,10,9,9,9,9,9,9,9
-80,-97,-113,-128,-136,-138,-132,-122,-102,-91,-98,-101,-47,-55,-73,-80,-83,-85,-86,-87,-91,-91,-89,-82,-74,-66,-60,-59,-79,-81,-63,-71,-73,-64,-60,-53,-39,-35,-30,-21,-13,-10,-7,-7,-11,-14,-10,-7,-7,-5,-1,1,2,5,8,10,10,10,10,11,11,12,12,13,13,12,12,11,11,10,9,9,10,9,8,8,9,9,9,9,10,9,9,9,8,8,9,8,9,9,9,9,9,9,8,8,8,8,9,8
-81,-103,-128,-158,-164,-138,-132,-119,-106,-27,-50,-37,-33,-52,-64,-69,-77,-82,-85,-88,-91,-90,-88,-82,-72,-64,-65,-64,-59,-62,-63,-55,-50,-54,-48,-39,-35,-28,-20,-16,-12,-7,-2,2,6,8,9,8,7,8,9,11,13,13,13,15,16,16,17,18,18,18,20,20,20,20,20,21,21,20,20,20,20,19,19,20,20,20,19,19,19,20,20,21,21,22,22,22,23,23,23,22,23,24,22,22,22,22,21,22
