-49,-62,-83,-119,-122,-120,-113,-97,-86,-69,-26,34,141,177,149,161,187,166,174,191,159,157,36,-17,51,11,-51,-43,-48,-31,-13,-10,10,6,-9,-8,-14,-25,-27,-30,-32,-38,-49,-57,-46,-40,-65,-35,-17,-40,-28,-13,-15,-13,-17,-22,-12,0,8,17,26,27,26,29,29,28,27,26,25,24,23,23,24,23,23,23,23,23,22,23,23,23,23,22,21,21,21,21,21,21,22,21,21,21,21,21,21,21,21,21
-54,-68,-67,-111,-112,-122,-129,-111,-108,-71,-37,39,140,159,179,189,180,180,129,99,76,40,27,48,42,-31,-42,-24,-44,-69,-67,-57,-61,-63,-48,-24,-9,-4,-2,14,13,0,0,-18,-50,-77,-88,-95,-93,-70,-57,-47,-28,-30,-26,-14,-16,-10,-51,-56,-26,-13,0,14,21,26,25,22,24,26,26,25,23,22,20,19,20,20,20,20,18,19,20,20,20,20,19,18,18,19,19,19,19,19,19,19,18,17,17,18
-31,-59,-89,-81,-112,-123,-140,-130,-127,-120,-79,-44,41,132,162,169,160,140,119,95,76,33,11,-2,0,17,5,-49,-54,-44,-43,-45,-27,-9,-2,8,1,-10,4,0,-17,-10,-32,-51,-43,-52,-67,-61,-51,-45,-30,-14,-13,-14,0,-2,-13,-4,11,20,24,27,31,34,34,34,32,32,31,29,27,26,26,28,30,31,32,32,31,30,29,30,28,28,29,29,29,29,29,30,30,29,29,29,28,29,29,29,28,29
-20,-75,-82,-116,-134,-137,-140,-129,-100,-63,11,131,187,177,176,176,161,143,96,61,26,11,17,20,-40,-89,-68,-48,-31,-38,-24,-24,-13,18,6,-2,-3,-26,-13,-36,-47,-36,-49,-55,-42,-55,-60,-25,-33,-43,-20,-4,-1,-2,-6,-7,-5,0,5,12,20,25,27,24,22,25,29,29,28,26,23,21,22,21,19,18,19,21,22,22,21,19,18,18,19,21,21,21,22,21,21,21,20,20,20,19,19,20,20,20
-17,-62,-91,-94,-130,-148,-133,-124,-121,-94,-45,5,105,165,164,152,156,144,125,105,77,50,29,3,-15,-10,-24,-64,-72,-74,-49,-30,-32,-15,5,-17,-2,8,-8,-19,-37,-41,-39,-43,-50,-58,-61,-56,-69,-52,-52,-61,-40,-25,-38,-26,-15,-8,-9,-16,-12,-6,-2,4,9,8,7,10,14,15,15,15,17,17,18,20,18,17,17,16,16,17,17,17,18,17,16,16,17,17,17,17,17,17,16,15,16,16,16,15
-53,-76,-101,-125,-140,-143,-121,-98,-93,-56,-4,43,106,136,135,135,124,111,100,82,64,56,37,-9,-25,-28,-72,-87,-70,-60,-49,-63,-42,-2,-3,9,15,3,-6,-31,-37,-43,-47,-57,-67,-61,-63,-72,-52,-49,-64,-47,-29,-30,-26,-22,-20,-24,-20,-6,6,12,19,21,18,18,20,21,20,19,18,16,14,15,17,18,18,17,17,17,17,18,19,19,19,19,18,18,17,17,18,18,18,18,18,17,17,17,17,16
-54,-71,-72,-106,-133,-128,-139,-125,-107,-84,-55,-14,41,114,154,155,154,163,183,182,150,134,102,47,-26,-61,-76,-103,-84,-88,-56,-71,-68,-45,-23,-6,-4,-9,-5,-16,-21,-15,-16,-27,-41,-51,-51,-63,-59,-34,-55,-51,-22,-12,-21,-13,-6,-19,-35,-29,-11,9,23,26,24,20,20,24,28,28,29,31,30,28,26,24,23,23,22,22,23,23,24,25,23,22,23,24,23,21,22,22,22,22,21,21,22,22,21,22
-53,-91,-118,-137,-145,-138,-118,-82,-67,-39,6,101,173,193,171,152,138,148,167,147,110,79,32,-6,-3,-45,-76,-62,-49,-48,-62,-82,-44,-10,5,4,-21,-3,0,-27,-19,-22,-37,-42,-54,-66,-60,-59,-70,-55,-31,-30,-35,-29,-13,-8,-7,-10,-6,6,20,27,28,26,24,25,27,31,35,31,26,28,28,29,28,27,27,27,27,27,27,26,27,27,27,27,27,27,26,25,25,25,26,26,25,25,26,26,26,26
-46,-86,-112,-134,-135,-125,-116,-86,-70,-60,-38,-8,58,139,162,160,164,180,183,148,107,64,-8,-41,-29,-91,-100,-67,-38,-28,-31,-24,-6,-3,-5,-8,2,-6,-26,-22,-29,-41,-47,-47,-44,-32,-21,-11,-9,0,17,20,15,13,13,6,-4,3,12,19,26,29,30,31,31,32,35,34,31,29,29,29,28,28,29,30,31,31,31,32,31,29,28,29,29,29,29,29,28,29,30,29,29,29,30,29,28,29,28,28
-27,-95,-99,-120,-149,-135,-111,-89,-72,-53,-18,10,55,130,177,168,150,139,136,131,107,90,75,68,19,-56,-80,-92,-85,-52,-49,-73,-70,-35,-12,-14,-7,14,-12,-24,-26,-30,-34,-40,-32,-20,-32,-43,-30,-7,-13,-11,8,12,4,-4,-12,-8,4,11,14,23,30,33,36,39,41,41,42,43,41,40,40,40,40,40,39,40,39,39,40,39,38,39,40,39,41,41,39,38,39,40,39,38,38,38,37,36,37,39
